timestamp,x,y,z
1511885738273378,-0.887207,0.399902,0.131836
1511885738295439,-0.900391,0.38916,0.123535
1511885738320503,-0.897949,0.391602,0.123535
1511885738334543,-0.902832,0.375,0.120605
1511885738355597,-0.916016,0.367188,0.125488
1511885738379823,-0.925293,0.370117,0.129395
1511885738433898,-0.91748,0.359863,0.133301
1511885738433898,-0.916992,0.358398,0.133789
1511885738441830,-0.916016,0.369629,0.120117
1511885738455864,-0.92041,0.369629,0.109863
1511885738475954,-0.920898,0.367188,0.115723
1511885738499980,-0.925781,0.359863,0.119629
1511885738544264,-0.930664,0.358398,0.108398
1511885738544264,-0.929688,0.356934,0.10498
1511885738558308,-0.92627,0.351074,0.10791
1511885738574311,-0.918945,0.35498,0.10791
1511885738597376,-0.913086,0.362793,0.113281
1511885738618543,-0.916992,0.375488,0.110352
1511885738634638,-0.912598,0.379883,0.113281
1511885738656741,-0.911621,0.382324,0.117676
1511885738677800,-0.908203,0.381836,0.110352
1511885738694129,-0.902832,0.377441,0.119629
1511885738717055,-0.910645,0.386719,0.120117
1511885738738112,-0.906738,0.381348,0.125
1511885738754163,-0.910645,0.379395,0.118164
1511885738777218,-0.907227,0.385742,0.119629
1511885738798274,-0.92041,0.383301,0.115723
1511885738814313,-0.926758,0.373047,0.120117
1511885738837375,-0.923828,0.364258,0.124512
1511885738858615,-0.938965,0.327637,0.130371
1511885738881495,-0.949219,0.325684,0.132813
1511885738896534,-0.930664,0.362305,0.129883
1511885738918609,-0.90332,0.383301,0.160156
1511885738934634,-0.90918,0.348145,0.147461
1511885738956716,-0.90332,0.299805,0.152832
1511885738977751,-0.923828,0.301758,0.157715
1511885738994794,-0.934082,0.318359,0.160156
1511885739016979,-0.910156,0.337402,0.178223
1511885739039036,-0.913086,0.372559,0.172363
1511885739054197,-0.924316,0.359863,0.175293
1511885739077256,-0.963379,0.299805,0.223145
1511885739099313,-1.01025,0.268066,0.268555
1511885739114593,-1.00732,0.310059,0.337402
1511885739136652,-1.00244,0.37793,0.375977
1511885739159713,-1.03076,0.425293,0.402344
1511885739174920,-1.04688,0.447266,0.406738
1511885739196812,-1.05859,0.488281,0.483887
1511885739219873,-1.02734,0.541016,0.494141
1511885739234917,-0.996582,0.619141,0.521484
1511885739256972,-0.946289,0.80127,0.601074
1511885739279057,-0.882324,0.873535,0.605957
1511885739301093,-0.827637,0.887695,0.626953
1511885739317143,-0.760254,0.870605,0.657227
1511885739339196,-0.68457,0.906738,0.695801
1511885739360246,-0.637695,0.986328,0.746582
1511885739377453,-0.5625,0.978516,0.725586
1511885739399350,-0.46582,0.952637,0.760254
1511885739420601,-0.355957,0.989258,0.774414
1511885739437548,-0.30127,1.02393,0.76709
1511885739459549,-0.264648,1.0249,0.757324
1511885739480606,-0.157227,0.983398,0.773926
1511885739496873,-0.0522461,0.901367,0.77832
1511885739519933,0.0126953,0.754883,0.772949
1511885739541993,0.117676,0.724121,0.781738
1511885739565055,0.269531,0.682129,0.645996
1511885739579097,0.27832,0.69873,0.585449
1511885739593132,0.172852,0.645996,0.580078
1511885739617193,0.103516,0.585449,0.57373
1511885739638251,0.126465,0.513184,0.596191
1511885739661425,0.212402,0.483398,0.553223
1511885739675466,0.256836,0.338867,0.516602
1511885739698655,0.224609,0.248535,0.519043
1511885739721027,0.166016,0.154297,0.491699
1511885739736062,0.165527,0.115723,0.476563
1511885739759029,0.276855,0.129883,0.484863
1511885739781033,0.36377,0.0908203,0.48291
1511885739804093,0.400879,0.0825195,0.515625
1511885739819132,0.422363,0.106445,0.52002
1511885739841303,0.44043,0.0839844,0.538086
1511885739855231,0.476074,0.0771484,0.552734
1511885739879292,0.522949,0.0839844,0.575684
1511885739901532,0.552734,0.100098,0.54834
1511885739915391,0.571777,0.0859375,0.536133
1511885739938453,0.580566,0.0639648,0.566895
1511885739961513,0.648926,0.143066,0.583984
1511885739975551,0.718262,0.159668,0.556641
1511885739997735,0.685059,0.0776367,0.520508
1511885740020915,0.641602,0.0991211,0.554199
1511885740036007,0.672363,0.154297,0.596191
1511885740058955,0.728027,0.164063,0.606445
1511885740081036,0.702148,0.140137,0.586914
1511885740095073,0.629395,0.150391,0.63623
1511885740118134,0.662598,0.18457,0.661621
1511885740142197,0.673828,0.174316,0.652832
