timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1511885796250658,-1,-1,-2,0,0,3,-3,-1
1511885796250658,-1,-1,0,0,0,-1,-1,-2
1511885796251626,-1,1,1,0,-1,0,-1,-2
1511885796251626,0,0,1,-1,-1,1,1,0
1511885796252632,-1,-1,0,-1,-1,-3,0,-1
1511885796252632,0,-1,-1,-2,0,-2,0,0
1511885796256644,1,-1,-1,-1,-1,-3,1,3
1511885796256644,-2,-1,0,0,-2,-1,-1,-3
1511885796262692,-2,1,0,-1,-1,-2,0,-2
1511885796262692,0,0,0,0,-1,-3,0,0
1511885796271679,-2,0,-1,0,2,-1,-1,-1
1511885796271679,0,-2,-2,-1,0,-2,-1,-1
1511885796278696,-1,-4,-3,-1,-1,0,-1,-2
1511885796278696,-1,-1,1,0,1,-2,0,-1
1511885796293759,0,-1,-2,-1,-1,2,1,-3
1511885796293759,1,0,-1,-1,0,-2,-1,-4
1511885796302787,0,1,0,1,-1,1,-2,1
1511885796302787,-1,-3,-1,0,-1,0,-1,-1
1511885796307950,-1,-1,-1,-1,-1,-4,0,-1
1511885796307950,-1,-1,1,1,-1,-1,1,-2
1511885796322579,0,0,1,-3,-3,2,0,0
1511885796322579,-2,0,-2,1,0,1,-1,0
1511885796330778,-3,0,1,-1,0,-3,0,-2
1511885796330778,-2,-1,-3,-2,0,-3,-1,0
1511885796371385,0,0,0,-1,-2,-2,1,-2
1511885796371385,1,0,-1,0,-1,-2,0,0
1511885796371385,-2,-2,-2,-2,0,1,0,-1
1511885796371385,-1,1,9,3,0,1,-1,0
1511885796372391,0,-1,-8,-2,-2,2,-1,-2
1511885796372391,0,-2,-9,-9,1,0,-1,0
1511885796375437,1,-1,2,2,-1,-5,-1,0
1511885796375437,-1,3,21,7,0,-4,0,-1
1511885796382420,-2,0,-13,-7,-2,2,-1,0
1511885796382420,-2,-9,-26,4,0,-2,-1,-1
1511885796389441,0,0,6,-4,-1,-3,0,-2
1511885796389441,-2,-3,-1,-1,-3,-1,-1,-1
1511885796398464,-3,-2,6,-2,0,-3,0,-1
1511885796398464,-1,2,9,-1,-1,3,-2,0
1511885796412498,-1,-2,-8,-1,-1,1,-1,-2
1511885796412498,2,1,5,-2,-1,2,-1,-1
1511885796419520,2,0,1,1,2,3,-3,1
1511885796419520,0,-1,-2,-1,-1,0,-1,0
1511885796427617,-1,0,4,1,2,-2,-1,0
1511885796427617,-2,-2,-9,-4,-2,0,-2,0
1511885796442758,-3,-1,-1,1,0,2,0,0
1511885796442758,-1,-1,3,2,-2,-1,-2,-3
1511885796449600,1,0,-2,-1,-1,1,-2,-2
1511885796449600,-1,-1,-16,-7,1,2,0,1
1511885796458652,2,3,35,13,1,-2,2,1
1511885796458652,0,1,-5,10,-1,2,0,-1
1511885796472831,-4,-5,-41,-17,1,-12,2,-3
1511885796472831,0,-2,1,-6,-2,-4,-4,-2
1511885796479677,0,5,38,-5,-2,2,-3,-1
1511885796479677,-2,-6,-19,7,2,-2,0,0
1511885796487776,0,0,17,6,0,-2,-1,1
1511885796487776,-1,-1,-7,-7,-1,-2,0,-1
1511885796501980,0,3,16,13,3,5,3,0
1511885796501980,-1,1,4,0,-6,-4,0,-2
1511885796509996,0,0,-1,-1,-21,1,1,1
1511885796509996,0,-2,1,3,-3,-8,1,-1
1511885796518964,2,0,-5,-7,-12,-2,-1,-1
1511885796518964,2,3,12,-4,23,2,-2,2
1511885796533127,-1,-1,13,4,-17,-3,-2,-2
1511885796533127,-2,-5,-36,2,30,6,4,-1
1511885796540142,-4,-7,-12,1,2,-2,-2,-2
1511885796540142,-2,-3,0,-12,-16,-10,-1,1
1511885796547240,1,2,28,11,2,6,-3,0
1511885796547240,2,5,5,-10,-1,4,0,2
1511885796562205,-1,1,4,-2,-3,1,-1,-3
1511885796562205,-4,-6,-48,-5,7,-2,0,-3
1511885796570245,0,4,34,2,1,-9,2,0
1511885796570245,-3,-2,-1,-3,14,8,-2,-2
1511885796579255,-1,-11,-39,-10,-4,-8,-10,0
1511885796579255,2,1,5,-10,-9,3,14,3
1511885796593473,-1,-4,-27,-5,-6,-6,-3,-2
1511885796593473,4,6,14,-5,-3,-9,-5,-1
1511885796600306,-5,-2,15,8,-26,6,-3,-4
1511885796600306,-3,0,2,0,21,-6,0,-2
1511885796607471,2,-3,-11,2,3,16,11,2
1511885796607471,-5,-7,11,-1,-14,-12,-3,-1
1511885796622447,5,0,-20,-6,13,-10,0,1
1511885796622447,0,3,22,3,-10,-5,-7,-3
1511885796630386,-5,1,-9,-2,6,-12,-6,-2
1511885796630386,11,31,31,6,-8,20,14,3
1511885796638542,1,-15,-15,-5,10,4,13,2
1511885796638542,-15,-8,17,6,-25,1,0,-3
1511885796653488,-2,-25,-69,-11,33,-14,-7,-6
1511885796653488,-3,1,14,10,-1,5,-4,0
1511885796660507,1,8,0,3,3,-5,-7,0
1511885796660507,2,4,-1,-14,-7,6,-1,1
1511885796667672,2,11,24,10,1,12,9,1
1511885796667672,1,-6,-5,2,-12,-12,-10,-2
1511885796682855,-2,0,-4,-5,-6,1,9,-1
1511885796682855,0,-4,12,6,6,-7,-2,-1
1511885796689956,-1,3,-6,-6,-6,5,-6,0
1511885796689956,0,-8,-20,-5,2,-6,-9,-3
1511885796698877,1,3,11,2,-5,-3,12,2
1511885796698877,-2,3,2,2,2,2,-3,0
1511885796721034,0,4,5,-2,2,-10,2,-1
1511885796721034,-4,-6,-3,-3,-7,-10,2,-2
1511885796723104,-5,-6,4,-3,-5,7,0,-2
1511885796723104,5,7,-14,10,35,0,7,-1
1511885796736059,4,17,8,-7,-4,1,-7,0
1511885796736059,-13,-33,-1,9,-1,7,-4,-2
1511885796742343,1,-2,-7,0,6,-11,1,0
1511885796742343,-4,0,10,-5,-9,-10,-10,-3
1511885796750341,1,12,20,2,-7,9,2,0
1511885796750341,2,-3,-6,4,2,-11,-1,-1
1511885796758372,-2,-11,-42,-14,6,4,-1,-1
1511885796758372,4,2,11,-1,-12,-6,-4,0
1511885796773391,1,1,5,7,12,1,-3,5
1511885796773391,1,8,9,-2,-7,9,2,-2
1511885796780408,-1,3,10,4,6,-4,10,1
1511885796780408,-1,-1,-3,-3,-3,3,-10,-3
1511885796795482,-1,2,4,4,-4,2,2,0
1511885796795482,4,11,-5,-2,2,-5,0,1
1511885796802519,-10,-7,-16,-8,-19,-16,-8,-4
1511885796802519,-6,-13,10,-8,22,14,-9,-4
1511885796809536,-4,-16,-33,-2,-36,-21,6,-4
1511885796809536,13,5,11,5,21,14,1,6
1511885796818509,2,11,2,-2,4,2,5,1
1511885796818509,4,3,-1,1,-15,1,5,3
1511885796833612,-2,-5,11,-2,-1,-4,-4,-1
1511885796833612,1,4,-7,-2,-5,-4,-4,-3
1511885796839590,-2,5,10,1,-1,-3,-9,-2
1511885796839590,5,0,-13,-2,0,1,-1,2
1511885796855631,-1,0,11,-4,8,0,3,0
1511885796855631,-9,-10,-28,-2,-6,-9,3,-2
1511885796862650,1,3,20,5,9,6,-2,-3
1511885796862650,-3,0,-14,1,-5,-3,4,0
1511885796884726,2,3,7,0,8,5,-1,-1
1511885796884726,-3,-2,-11,-8,-5,-5,1,0
1511885796893733,-3,-4,-6,2,0,-4,-6,-3
1511885796893733,1,2,1,0,0,-4,0,-1
1511885796907940,-1,-4,0,-1,-1,1,-10,0
1511885796907940,-3,-2,8,-1,-3,3,-1,0
1511885796915794,3,2,-5,-1,4,-1,-5,1
1511885796915794,-3,0,0,2,-6,-5,-1,0
1511885796917796,-2,-3,-2,-2,3,1,-5,-3
1511885796917796,-5,-2,4,-2,-5,-4,7,-3
1511885796921973,0,0,3,-5,2,-3,-3,0
1511885796921973,1,-2,-8,-4,-2,6,-1,0
1511885796929989,-2,-7,-19,-10,-2,-2,0,-1
1511885796929989,0,3,7,22,2,-4,1,0
1511885796939014,1,-2,-11,-4,-2,-1,-2,0
1511885796939014,-1,-1,22,0,0,-4,3,-1
1511885796953053,-2,-1,1,5,1,-7,1,-2
1511885796953053,1,0,-10,-8,1,10,-2,-2
1511885796960259,1,-1,6,8,-1,-3,-3,0
1511885796960259,-1,-2,0,0,-4,0,-1,0
1511885796975109,-2,-1,-3,-2,1,-1,0,1
1511885796975109,-3,0,5,-3,-1,-2,1,0
1511885796982131,-3,-4,-6,5,2,-2,-3,-1
1511885796982131,1,1,-3,-5,-3,-4,0,-1
1511885796990237,0,-2,3,1,-1,-1,0,0
1511885796990237,0,0,5,-4,-16,-4,-6,0
1511885797005426,-3,-2,-3,1,22,7,1,0
1511885797005426,0,0,0,1,-4,1,3,-3
1511885797013310,0,-1,-6,0,1,-2,-2,1
1511885797013310,0,1,14,-5,-30,-5,-1,-1
1511885797019329,2,-1,-20,-6,15,-4,0,0
1511885797019329,0,-1,8,4,-1,1,1,0
1511885797035369,-3,1,5,1,2,0,-1,-1
1511885797035369,0,0,-8,-15,-3,1,0,-2
1511885797042579,2,4,10,6,-15,-4,-3,1
1511885797042579,-3,-4,-10,9,4,-2,-5,0
1511885797050410,-2,-2,0,-3,-1,1,1,-2
1511885797050410,-1,-1,-8,-8,8,-6,1,-1
1511885797064448,-3,0,7,-5,-6,-2,-2,0
1511885797064448,1,0,-2,6,-2,-3,0,-1
1511885797073471,1,-1,0,3,-4,1,-7,0
1511885797073471,1,-1,-3,-1,10,0,5,0
1511885797079490,1,-1,1,-4,-2,-2,1,-1
1511885797079490,0,-2,-3,-9,-4,-2,0,-3
1511885797095537,-2,-1,2,7,3,0,3,-1
1511885797095537,-1,-1,-2,2,5,-4,-2,0
1511885797102586,2,1,3,-1,-6,1,-1,-1
1511885797102586,0,0,3,-4,2,1,16,4
1511885797109599,0,-4,-3,1,1,0,-3,-1
1511885797109599,-1,-2,-6,0,5,-1,-3,-1
1511885797124606,-2,-1,2,-1,-6,-4,1,-1
1511885797124606,-3,1,3,4,-1,0,-5,-2
1511885797132627,1,0,3,0,-1,-4,0,-1
1511885797132627,0,-2,-4,2,1,-2,1,0
1511885797139646,-1,-2,0,2,-4,-1,-1,0
1511885797139646,-1,0,2,-4,1,-3,-6,-1
1511885797155693,1,2,0,1,-1,1,2,-1
1511885797155693,-2,-2,-2,-3,0,-3,-4,-1
1511885797162711,0,-1,1,-3,2,5,0,0
1511885797162711,-1,0,-2,0,-5,-3,-3,-2
1511885797169769,-3,-1,-3,-7,-2,-1,1,1
1511885797169769,0,-2,1,13,3,-10,3,-3
1511885797184769,1,1,-5,0,-3,10,-1,0
1511885797184769,-1,1,2,-3,-1,1,-2,-1
1511885797193030,0,1,1,-1,0,1,1,0
1511885797193030,-2,1,-2,-2,0,-8,-4,-2
1511885797199932,-3,0,-1,-5,-5,2,-8,-1
1511885797199932,0,0,-2,0,1,5,25,1
1511885797215976,-1,-2,1,-1,-2,0,-1,0
1511885797215976,1,0,0,2,2,5,8,2
1511885797222029,0,-1,-3,1,-1,-17,-4,-4
1511885797222029,0,-1,0,-4,-3,3,-8,0
1511885797230169,0,-1,0,1,2,1,0,-1
1511885797230169,-2,-2,-3,-2,1,0,1,-1
1511885797245186,-2,-2,-1,1,-1,4,2,0
1511885797245186,-1,1,-3,-1,0,-4,-4,0
1511885797253133,0,-2,0,-2,-3,-1,1,-1
1511885797253133,-3,0,0,1,5,7,-5,-1
1511885797260171,-1,2,1,-1,0,1,2,2
1511885797260171,0,-3,-2,-2,-1,-2,-5,-1
1511885797275208,0,-1,0,4,10,11,2,-1
1511885797275208,0,-1,-1,-3,-2,-4,-4,-1
1511885797282226,0,1,1,-1,-1,0,0,-1
1511885797282226,-1,-1,0,-1,2,-3,-2,0
1511885797290213,1,0,-2,1,0,-1,-1,0
1511885797290213,0,-2,-3,-6,-8,-1,3,-2
1511885797305284,-1,-2,2,-1,-5,-2,5,-1
1511885797305284,-2,2,3,6,15,7,-11,0
1511885797313273,-3,-2,0,-7,-14,-12,-3,-2
1511885797313273,-1,0,-2,3,3,-8,-4,3
1511885797320313,-2,1,-3,-2,-4,-5,-4,0
1511885797320313,0,-1,-1,-1,0,10,11,0
1511885797335333,-2,1,0,-1,-2,-6,-3,-2
1511885797335333,0,-1,-1,-1,1,-6,2,-1
1511885797342390,-1,-2,-1,-3,3,6,2,1
1511885797342390,1,0,-2,0,-4,-10,-5,-1
1511885797358442,0,1,-2,-2,4,-4,0,0
1511885797358442,-2,-1,-1,-3,-14,-9,-5,-2
1511885797364405,-2,-2,-1,0,1,-1,-1,-2
