timestamp,roll,pitch,yaw
1511884671453321,-0.786794,0.000175059,1.71142
1511884671475383,-0.786124,0.000392348,1.71099
1511884671499609,-0.785341,0.000625998,1.71074
1511884671514484,-0.784668,0.000785828,1.71055
1511884671535769,-0.784359,0.00138736,1.71053
1511884671559955,-0.783919,0.00209809,1.71046
1511884671573994,-0.78315,0.00258771,1.71047
1511884671628177,-0.78236,0.00311238,1.7105
1511884671629142,-0.78221,0.0037368,1.71081
1511884671639170,-0.782951,0.00405348,1.71144
1511884671656211,-0.784,0.00418411,1.71228
1511884671680277,-0.78505,0.0043156,1.71312
1511884671697323,-0.78591,0.00426929,1.71354
1511884671738618,-0.78591,0.00426929,1.71354
1511884671739432,-0.785387,0.00381113,1.71347
1511884671753473,-0.785291,0.00372584,1.71347
1511884671776704,-0.785115,0.00338832,1.71313
1511884671798764,-0.784634,0.00330312,1.71275
1511884671812844,-0.783732,0.00297714,1.71263
1511884671835906,-0.78301,0.00263942,1.71283
1511884671858969,-0.782879,0.00231254,1.71348
1511884671873013,-0.783293,0.00200138,1.71443
1511884671896027,-0.783803,0.00177604,1.71537
1511884671919289,-0.784494,0.00153226,1.71622
1511884671933309,-0.784703,0.00161758,1.71688
1511884671956370,-0.784703,0.00161758,1.71688
1511884671978662,-0.78386,0.00157705,1.71712
1511884671993664,-0.783028,0.00172594,1.71744
1511884672016755,-0.782474,0.00200701,1.71784
1511884672039014,-0.78194,0.00270361,1.71837
1511884672053051,-0.781801,0.00359003,1.71937
1511884672076316,-0.782195,0.00420938,1.72088
1511884672099177,-0.782751,0.00491919,1.72291
1511884672113252,-0.783163,0.00545406,1.72509
1511884672136313,-0.783556,0.00504281,1.72746
1511884672158372,-0.784115,0.00366793,1.72993
1511884672173412,-0.784114,0.00183633,1.73217
1511884672196854,-0.783344,-0.00014922,1.73462
1511884672218930,-0.782964,-0.00232172,1.73738
1511884672233008,-0.78285,-0.00432421,1.74022
1511884672256081,-0.782463,-0.00604925,1.74319
1511884672279326,-0.782766,-0.00798121,1.74661
1511884672294394,-0.784748,-0.00957134,1.75009
1511884672316527,-0.786168,-0.0108481,1.754
1511884672338513,-0.788157,-0.011845,1.75919
1511884672354556,-0.792322,-0.0133223,1.7667
1511884672376616,-0.791548,-0.0161242,1.7775
1511884672398778,-0.790648,-0.0198286,1.79306
1511884672414714,-0.795097,-0.0281278,1.81261
1511884672436812,-0.802035,-0.0419164,1.83629
1511884672458874,-0.808061,-0.0593179,1.86478
1511884672474875,-0.816929,-0.0795453,1.90008
1511884672496074,-0.830399,-0.103171,1.94323
1511884672519302,-0.8495,-0.130879,1.99312
1511884672534307,-0.874727,-0.162511,2.04936
1511884672556360,-0.905731,-0.195738,2.10993
1511884672578418,-0.939465,-0.224798,2.17628
1511884672594461,-0.982682,-0.249356,2.24646
1511884672615520,-1.03071,-0.270704,2.31787
1511884672638675,-1.08222,-0.288502,2.38889
1511884672654720,-1.13906,-0.304641,2.45791
1511884672675776,-1.19721,-0.321564,2.5221
1511884672698838,-1.25152,-0.343097,2.57816
1511884672714913,-1.29492,-0.375024,2.62399
