timestamp,x,y,z,w
1511883864986477,-0.772156,-0.498169,0.0331421,0.393188
1511883865000984,-0.772278,-0.497803,0.032959,0.393372
1511883865025048,-0.772522,-0.497437,0.0328369,0.393311
1511883865046104,-0.772644,-0.497192,0.0327759,0.393372
1511883865061170,-0.772766,-0.496887,0.0326538,0.393555
1511883865086742,-0.772949,-0.496643,0.0325317,0.393555
1511883865132058,-0.773193,-0.49646,0.0324707,0.393372
1511883865133062,-0.773376,-0.496277,0.0322876,0.393188
1511883865145098,-0.773499,-0.496155,0.0321655,0.393188
1511883865167183,-0.773499,-0.496155,0.0321655,0.393188
1511883865183201,-0.773499,-0.496155,0.0321655,0.393127
1511883865204855,-0.773499,-0.496155,0.0322266,0.393127
1511883865249084,-0.773499,-0.496094,0.0322876,0.393127
1511883865259001,-0.773499,-0.496094,0.032959,0.393188
1511883865265014,-0.773438,-0.496155,0.0334473,0.393188
1511883865287097,-0.773315,-0.496155,0.0339355,0.393372
1511883865302810,-0.773193,-0.496033,0.0346069,0.393738
1511883865323868,-0.77301,-0.495972,0.0350342,0.394104
1511883865347051,-0.772949,-0.495789,0.0352783,0.394409
1511883865362972,-0.772888,-0.495544,0.0352173,0.394836
1511883865384032,-0.772949,-0.495178,0.0350342,0.395203
1511883865406631,-0.773071,-0.494812,0.0348511,0.395508
1511883865422674,-0.773254,-0.494446,0.034668,0.395569
1511883865443731,-0.77356,-0.494019,0.0345459,0.395569
1511883865466791,-0.773682,-0.493591,0.0348511,0.395813
1511883865482835,-0.773987,-0.493164,0.0353394,0.39563
1511883865503395,-0.774414,-0.492737,0.0359497,0.395264
1511883865526456,-0.77478,-0.492249,0.0366821,0.39502
1511883865542500,-0.775146,-0.491638,0.0376587,0.39502
1511883865563579,-0.775574,-0.490906,0.0386963,0.39502
1511883865587153,-0.776123,-0.48999,0.039856,0.39502
1511883865602703,-0.77655,-0.489014,0.0412598,0.395264
1511883865624761,-0.776855,-0.48761,0.0430298,0.396179
1511883865646820,-0.776917,-0.486145,0.0446167,0.397644
1511883865662863,-0.776978,-0.48468,0.0453491,0.399292
1511883865685426,-0.776978,-0.483215,0.0455933,0.401001
1511883865706985,-0.777039,-0.481812,0.0455322,0.402527
1511883865723028,-0.777344,-0.480469,0.0447998,0.403625
1511883865745085,-0.777588,-0.479492,0.0435791,0.40448
1511883865767145,-0.777466,-0.478516,0.0423584,0.406067
1511883865782185,-0.777283,-0.477844,0.0409546,0.407288
1511883865805251,-0.7771,-0.477356,0.0393066,0.408325
1511883865851380,-0.7771,-0.476929,0.0379639,0.408997
1511883865852376,-0.777161,-0.476746,0.0372925,0.409119
1511883865873434,-0.777405,-0.476929,0.0372314,0.408447
1511883865894492,-0.777283,-0.477478,0.038208,0.407959
1511883865911055,-0.77655,-0.478149,0.0397339,0.408386
1511883865933112,-0.776306,-0.479553,0.0440063,0.406799
1511883865954169,-0.776733,-0.481018,0.0485229,0.403748
1511883865969209,-0.776245,-0.483276,0.0510864,0.401672
1511883865985252,-0.776001,-0.481506,0.0526123,0.404053
1511883866005809,-0.776306,-0.48291,0.0532227,0.401672
1511883866028902,-0.776794,-0.483093,0.0556641,0.400146
1511883866060956,-0.777466,-0.482361,0.0565796,0.399658
1511883866067975,-0.777954,-0.481506,0.0574341,0.399597
1511883866098058,-0.778381,-0.480652,0.0585327,0.399597
1511883866134723,-0.778687,-0.480103,0.0596313,0.399597
1511883866135727,-0.779114,-0.479736,0.0601196,0.399048
1511883866149762,-0.779724,-0.479309,0.0610352,0.398254
1511883866173828,-0.780579,-0.478699,0.0625,0.397095
1511883866195954,-0.781006,-0.477539,0.0636597,0.397522
1511883866209995,-0.781189,-0.47522,0.0639038,0.399841
1511883866239119,-0.782471,-0.47345,0.06604,0.39917
1511883866256115,-0.783142,-0.474487,0.0679932,0.396301
1511883866278171,-0.783569,-0.472412,0.0700684,0.397461
1511883866299783,-0.783447,-0.474243,0.0697632,0.395569
1511883866315329,-0.783813,-0.474487,0.0696411,0.394653
1511883866338391,-0.784241,-0.473633,0.0706177,0.394653
1511883866359566,-0.782776,-0.474365,0.0696411,0.396729
1511883866375490,-0.780396,-0.476868,0.0649414,0.399231
1511883866398582,-0.777771,-0.480286,0.0574341,0.401489
1511883866420642,-0.775085,-0.483887,0.0483398,0.403503
1511883866434679,-0.771851,-0.487061,0.0392456,0.406799
1511883866457740,-0.768433,-0.489075,0.0321655,0.41156
1511883866503867,-0.766418,-0.488464,0.0313721,0.416016
1511883866504870,-0.76825,-0.48584,0.0378418,0.415222
1511883866516902,-0.767395,-0.485107,0.036438,0.417725
1511883866532952,-0.767578,-0.484619,0.0358276,0.417969
1511883866547996,-0.767944,-0.486694,0.0365601,0.414917
1511883866569041,-0.767029,-0.486389,0.0357056,0.416931
1511883866601129,-0.768616,-0.485474,0.0357666,0.415161
1511883866615168,-0.768372,-0.485657,0.0352783,0.415344
